,Simplified,Pinyin,English,Level,Part of Speech,No.
7923,膳食,shànshí,,7,,
7924,赡养,shànyǎng,,7,,
7925,伤残,shāngcán,,7,,
7926,伤感,shānggǎn,,7,,
7927,伤痕,shānghén,,7,,
7928,伤势,shāngshì,,7,,
7929,商贩,shāngfàn,,7,,
7930,商贾,shānggǔ,,7,,
7931,商讨,shāngtǎo,,7,,
7932,上报,shàngbào,,7,,
7933,上场,shàngchǎng,,7,,
7934,上方,shàngfāng,,7,,
7935,上岗,shànggǎng,,7,,
7936,上火,shànghuǒ,,7,,
7937,上空,shàngkōng,,7,,
7938,上流,shàngliú,,7,,
7939,上期,shàng qī,,7,,
7940,上述,shàngshù,,7,,
7941,上司,shàngsi,,7,,
7942,上诉,shàngsù,,7,,
7943,上调,shàngtiáo,,7,,
7944,上头,shàngtou,,7,,
7945,上限,shàngxiàn,,7,,
7946,上旬,shàngxún,,7,,
7947,上映,shàngyìng,,7,,
7948,尚,shàng,,7,,
7949,尚未,shàngwèi,,7,,
7950,烧毁,shāohuǐ,,7,,
7951,烧烤,shāokǎo,,7,,
7952,稍后,shāohòu,,7,,
7953,稍候,shāohòu,,7,,
7954,稍稍,shāoshāo,,7,,
7955,少不了,shǎobuliǎo,,7,,
7956,少见,shǎojiàn,,7,,
7957,少量,shǎoliàng,,7,,
7958,少有,shǎoyǒu,,7,,
7959,少林寺,Shàolín Sì,,7,,
7960,少女,shàonǚ,,7,,
7961,奢望,shēwàng,,7,,
7962,设,shè,,7,,
7963,设定,shèdìng,,7,,
7964,设法,shèfǎ,,7,,
7965,社会主义,shèhuì zhǔyì,,7,,
7966,社交,shèjiāo,,7,,
7967,社论,shèlùn,,7,,
7968,社团,shètuán,,7,,
7969,涉嫌,shèxián,,7,,
7970,谁知道,shéi zhīdào,,7,,
7971,申办,shēnbàn,,7,,
7972,申领,shēnlǐng,,7,,
7973,伸手,shēnshǒu,,7,,
7974,伸缩,shēnsuō,,7,,
7975,伸张,shēnzhāng,,7,,
7976,身不由己,shēnbùyóujǐ,,7,,
7977,身价,shēnjià,,7,,
7978,身躯,shēnqū,,7,,
7979,身心,shēnxīn,,7,,
7980,身影,shēnyǐng,,7,,
7981,身子,shēnzi,,7,,
7982,深切,shēnqiè,,7,,
7983,深情,shēnqíng,,7,,
7984,深入人心,shēnrù-rénxīn,,7,,
7985,深受,shēnshòu,,7,,
7986,深思,shēnsī,,7,,
7987,深信,shēnxìn,,7,,
7988,深夜,shēnyè,,7,,
7989,深远,shēnyuǎn,,7,,
7990,审,shěn,,7,,
7991,审定,shěndìng,,7,,
7992,审核,shěnhé,,7,,
7993,审批,shěnpī,,7,,
7994,审视,shěnshì,,7,,
7995,肾,shèn,,7,,
7996,甚至于,shènzhìyú,,7,,
7997,渗,shèn,,7,,
7998,升温,shēngwēn,,7,,
7999,生命线,shēngmìngxiàn,,7,,
8000,生怕,shēngpà,,7,,
8001,生平,shēngpíng,,7,,
8002,生前,shēngqián,,7,,
8003,生死,shēngsǐ,,7,,
8004,生涯,shēngyá,,7,,
8005,生硬,shēngyìng,,7,,
8006,声称,shēngchēng,,7,,
8007,声望,shēngwàng,,7,,
8008,省事,shěngshì,,7,,
8009,圣贤,shèngxián,,7,,
8010,胜出,shèngchū,,7,,
8011,胜任,shèngrèn,,7,,
8012,盛大,shèngdà,,7,,
8013,盛会,shènghuì,,7,,
8014,盛气凌人,shèngqì-língrén,,7,,
8015,剩余,shèngyú,,7,,
8016,失传,shīchuán,,7,,
8017,失控,shīkòng,,7,,
8018,失利,shīlì,,7,,
8019,失恋,shīliàn,,7,,
8020,失灵,shīlíng,,7,,
8021,失落,shīluò,,7,,
8022,失明,shīmíng,,7,,
8023,失效,shīxiào,,7,,
8024,失业率,shīyèlǜ,,7,,
8025,师长,shīzhǎng,,7,,
8026,师资,shīzī,,7,,
8027,施工,shīgōng,,7,,
8028,施行,shīxíng,,7,,
8029,施压,shīyā,,7,,
8030,湿度,shīdù,,7,,
8031,十字路口,shízì lùkǒu,,7,,
8032,时不时,shíbùshí,,7,,
8033,时段,shíduàn,,7,,
8034,时隔,shí gé,,7,,
8035,时好时坏,shíhǎo-shíhuài,,7,,
8036,时间表,shíjiānbiǎo,,7,,
8037,时空,shíkōng,,7,,
8038,时速,shísù,,7,,
8039,实地,shídì,,7,,
8040,实话实说,shíhuà-shíshuō,,7,,
8041,实况,shíkuàng,,7,,
8042,实体,shítǐ,,7,,
8043,实物,shíwù,,7,,
8044,食宿,shísù,,7,,
8045,食用,shíyòng,,7,,
8046,史无前例,shǐwúqiánlì,,7,,
8047,使唤,shǐhuan,,7,,
8048,使者,shǐzhě,,7,,
8049,士气,shìqì,,7,,
8050,世故,shìgu,,7,,
8051,世界级,shìjiè jí,,7,,
8052,世袭,shìxí,,7,,
8053,市场经济,shìchǎng jīngjì,,7,,
8054,势不可当,shìbùkědāng,,7,,
8055,势头,shìtou,,7,,
8056,事务所,shìwùsuǒ,,7,,
8057,事宜,shìyí,,7,,
8058,侍候,shìhòu,,7,,
8059,试探,shìtan,,7,,
8060,试行,shìxíng,,7,,
8061,试用,shìyòng,,7,,
8062,试用期,shìyòngqī,,7,,
8063,视察,shìchá,,7,,
8064,视角,shìjiǎo,,7,,
8065,视觉,shìjué,,7,,
8066,柿子,shìzi,,7,,
8067,适度,shìdù,,7,,
8068,适量,shìliàng,,7,,
8069,适时,shìshí,,7,,
8070,嗜好,shìhào,,7,,
8071,收复,shōufù,,7,,
8072,收敛,shōuliǎn,,7,,
8073,收留,shōuliú,,7,,
8074,收买,shōumǎi,,7,,
8075,收视率,shōushìlǜ,,7,,
8076,收支,shōuzhī,,7,,
8077,手臂,shǒubì,,7,,
8078,手册,shǒucè,,7,,
8079,手动,shǒudòng,,7,,
8080,手脚,shǒujiǎo,,7,,
8081,手帕,shǒupà,,7,,
8082,手枪,shǒuqiāng,,7,,
8083,手术室,shǒushùshì,,7,,
8084,手头,shǒutóu,,7,,
8085,手腕,shǒuwàn,,7,,
8086,手掌,shǒuzhǎng,,7,,
8087,守候,shǒuhòu,,7,,
8088,守株待兔,shǒuzhū-dàitù,,7,,
8089,首创,shǒuchuàng,,7,,
8090,首府,shǒufǔ,,7,,
8091,首批,shǒupī,,7,,
8092,受过,shòuguò,,7,,
8093,受害,shòuhài,,7,,
8094,受害人,shòuhàirén,,7,,
8095,受贿,shòuhuì,,7,,
8096,受惊,shòujīng,,7,,
8097,受苦,shòukǔ,,7,,
8098,受理,shòulǐ,,7,,
8099,受骗,shòupiàn,,7,,
8100,受益,shòuyì,,7,,
8101,授权,shòuquán,,7,,
8102,售价,shòujià,,7,,
8103,售票,shòupiào,,7,,
8104,书橱,shūchú,,7,,
8105,书写,shūxiě,,7,,
8106,抒情,shūqíng,,7,,
8107,枢纽,shūniǔ,,7,,
8108,梳,shū,,7,,
8109,梳理,shūlǐ,,7,,
8110,疏导,shūdǎo,,7,,
8111,疏散,shūsàn,,7,,
8112,疏通,shūtōng,,7,,
8113,输家,shūjiā,,7,,
8114,输送,shūsòng,,7,,
8115,输血,shūxuè,,7,,
8116,输液,shūyè,,7,,
8117,赎,shú,,7,,
8118,暑期,shǔqī,,7,,
8119,属性,shǔxìng,,7,,
8120,曙光,shǔguāng,,7,,
8121,树木,shùmù,,7,,
8122,树梢,shùshāo,,7,,
8123,树荫,shùyīn,,7,,
8124,树枝,shùzhī,,7,,
8125,数据库,shùjùkù,,7,,
8126,刷新,shuāxīn,,7,,
8127,耍赖,shuǎlài,,7,,
8128,衰减,shuāijiǎn,,7,,
8129,衰竭,shuāijié,,7,,
8130,衰弱,shuāiruò,,7,,
8131,摔跤,shuāijiāo,,7,,
8132,拴,shuān,,7,,
8133,涮,shuàn,,7,,
8134,双边,shuāngbiān,,7,,
8135,双重,shuāngchóng,,7,,
8136,双向,shuāngxiàng,,7,,
8137,双赢,shuāngyíng,,7,,
8138,霜,shuāng,,7,,
8139,水槽,shuǐcáo,,7,,
8140,水稻,shuǐdào,,7,,
8141,水管,shuǐguǎn,,7,,
8142,水壶,shuǐhú,,7,,
8143,水货,shuǐhuò,,7,,
8144,水晶,shuǐjīng,,7,,
8145,水灵灵,shuǐlínglíng,,7,,
8146,水落石出,shuǐluò-shíchū,,7,,
8147,水面,shuǐmiàn,,7,,
8148,水手,shuǐshǒu,,7,,
8149,水温,shuǐwēn,,7,,
8150,水域,shuǐyù,,7,,
8151,水源,shuǐyuán,,7,,
8152,水涨船高,shuǐzhǎng-chuángāo,,7,,
8153,水准,shuǐzhǔn,,7,,
8154,税收,shuìshōu,,7,,
8155,税务,shuìwù,,7,,
8156,睡袋,shuìdài,,7,,
8157,顺差,shùnchā,,7,,
8158,顺畅,shùnchàng,,7,,
8159,顺从,shùncóng,,7,,
8160,顺理成章,shùnlǐ-chéngzhāng,,7,,
8161,顺路,shùnlù,,7,,
8162,顺其自然,shùnqízìrán,,7,,
8163,顺势,shùnshì,,7,,
8164,顺手,shùnshǒu,,7,,
8165,顺心,shùnxīn,,7,,
8166,顺应,shùnyìng,,7,,
8167,顺着,shùnzhe,,7,,
8168,说白了,shuōbáile,,7,,
8169,说不上,shuōbushàng,,7,,
8170,说到底,shuōdàodǐ,,7,,
8171,说道,shuōdao,,7,,
8172,说干就干,shuō gàn jiù gàn,,7,,
8173,说谎,shuōhuǎng,,7,,
8174,说老实话,shuō lǎoshi huà,,7,,
8175,说起来,shuō qǐlái,,7,,
8176,说情,shuōqíng,,7,,
8177,说闲话,shuō xiánhuà,,7,,
8178,说真的,shuō zhēnde,,7,,
8179,硕果,shuòguǒ,,7,,
8180,司空见惯,sīkōng-jiànguàn,,7,,
8181,丝,sī,,7,,
8182,私房钱,sīfángqián,,7,,
8183,私家车,sījiāchē,,7,,
8184,私立,sīlì,,7,,
8185,私事,sīshì,,7,,
8186,私下,sīxià,,7,,
8187,私营,sīyíng,,7,,
8188,私有,sīyǒu,,7,,
8189,思路,sīlù,,7,,
8190,思前想后,sīqián-xiǎnghòu,,7,,
8191,死心,sǐxīn,,7,,
8192,死心塌地,sǐxīn-tādì,,7,,
8193,四合院,sìhéyuàn,,7,,
8194,四季,sìjì,,7,,
8195,四面八方,sìmiàn-bāfāng,,7,,
8196,似曾相识,sìcéng-xiāngshí,,7,,
8197,似是而非,sìshì-érfēi,,7,,
8198,伺机,sìjī,,7,,
8199,饲料,sìliào,,7,,
8200,松绑,sōngbǎng,,7,,
8201,松弛,sōngchí,,7,,
8202,耸立,sǒnglì,,7,,
8203,送别,sòngbié,,7,,
8204,搜查,sōuchá,,7,,
8205,搜集,sōují,,7,,
8206,搜救,sōujiù,,7,,
8207,搜寻,sōuxún,,7,,
8208,酥,sū,,7,,
8209,俗,sú,,7,,
8210,俗话说,súhuà shuō,,7,,
8211,俗语,súyǔ,,7,,
8212,诉苦,sùkǔ,,7,,
8213,诉说,sùshuō,,7,,
8214,素,sù,,7,,
8215,素不相识,sùbùxiāngshí,,7,,
8216,素材,sùcái,,7,,
8217,素描,sùmiáo,,7,,
8218,素养,sùyǎng,,7,,
8219,蒜,suàn,,7,,
8220,算计,suànjì,,7,,
8221,算盘,suànpán,,7,,
8222,算账,suànzhàng,,7,,
8223,虽说,suīshuō,,7,,
8224,随处可见,suíchù kě jiàn,,7,,
8225,随大溜,suí dàliù,,7,,
8226,随机,suíjī,,7,,
8227,随时随地,suíshí-suídì,,7,,
8228,随心所欲,suíxīnsuǒyù,,7,,
8229,遂心,suìxīn,,7,,
8230,损,sǔn,,7,,
8231,损人利己,sǔnrén-lìjǐ,,7,,
8232,损伤,sǔnshāng,,7,,
8233,缩,suō,,7,,
8234,缩水,suōshuǐ,,7,,
8235,缩影,suōyǐng,,7,,
8236,所属,suǒshǔ,,7,,
8237,所谓,suǒwèi,,7,,
8238,所作所为,suǒzuò-suǒwéi,,7,,
8239,索赔,suǒpéi,,7,,
8240,锁定,suǒdìng,,7,,
8241,他人,tārén,,7,,
8242,踏上,tàshang,,7,,
8243,胎,tāi,,7,,
8244,胎儿,tāi'ér,,7,,
8245,台球,táiqiú,,7,,
8246,太极,tàijí,,7,,
8247,太平,tàipíng,,7,,
8248,贪,tān,,7,,
8249,贪玩儿,tānwánr,,7,,
8250,瘫,tān,,7,,
8251,坛,tán,,7,,
8252,谈不上,tán bu shàng,,7,,
8253,谈到,tándào,,7,,
8254,谈论,tánlùn,,7,,
8255,谈起,tánqǐ,,7,,
8256,痰,tán,,7,,
8257,坦诚,tǎnchéng,,7,,
8258,坦克,tǎnkè,,7,,
8259,坦然,tǎnrán,,7,,
8260,毯子,tǎnzi,,7,,
8261,炭,tàn,,7,,
8262,探,tàn,,7,,
8263,探亲,tànqīn,,7,,
8264,探求,tànqiú,,7,,
8265,探险,tànxiǎn,,7,,
8266,碳,tàn,,7,,
8267,汤圆,tāngyuán,,7,,
8268,堂,táng,,7,,
8269,糖果,tángguǒ,,7,,
8270,糖尿病,tángniàobìng,,7,,
8271,淌,tǎng,,7,,
8272,掏钱,tāo qián,,7,,
8273,逃生,táoshēng,,7,,
8274,逃亡,táowáng,,7,,
8275,陶冶,táoyě,,7,,
8276,淘,táo,,7,,
8277,讨,tǎo,,7,,
8278,讨人喜欢,tǎo rén xǐhuan,,7,,
8279,特产,tèchǎn,,7,,
8280,特例,tèlì,,7,,
8281,特权,tèquán,,7,,
8282,特邀,tèyāo,,7,,
8283,特制,tèzhì,,7,,
8284,特质,tèzhì,,7,,
8285,腾,téng,,7,,
8286,藤椅,téngyǐ,,7,,
8287,剔除,tīchú,,7,,
8288,梯子,tīzi,,7,,
8289,提名,tímíng,,7,,
8290,提速,tísù,,7,,
8291,提心吊胆,tíxīn-diàodǎn,,7,,
8292,提早,tízǎo,,7,,
8293,体能,tǐnéng,,7,,
8294,体温,tǐwēn,,7,,
8295,体制,tǐzhì,,7,,
8296,体质,tǐzhì,,7,,
8297,剃,tì,,7,,
8298,替换,tìhuàn,,7,,
8299,替身,tìshēn,,7,,
8300,天长地久,tiāncháng-dìjiǔ,,7,,
8301,天地,tiāndì,,7,,
8302,天鹅,tiān'é,,7,,
8303,天分,tiānfèn,,7,,
8304,天经地义,tiānjīng-dìyì,,7,,
8305,天平,tiānpíng,,7,,
8306,天桥,tiānqiáo,,7,,
8307,天使,tiānshǐ,,7,,
8308,天线,tiānxiàn,,7,,
8309,天性,tiānxìng,,7,,
8310,天主教,Tiānzhǔjiào,,7,,
8311,添加,tiānjiā,,7,,
8312,甜美,tiánměi,,7,,
8313,甜蜜,tiánmì,,7,,
8314,甜头,tiántou,,7,,
8315,填补,tiánbǔ,,7,,
8316,填充,tiánchōng,,7,,
8317,填写,tiánxiě,,7,,
8318,条例,tiáolì,,7,,
8319,调侃,tiáokǎn,,7,,
8320,调控,tiáokòng,,7,,
8321,调试,tiáoshì,,7,,
8322,挑起,tiǎoqǐ,,7,,
8323,跳槽,tiàocáo,,7,,
8324,跳动,tiàodòng,,7,,
8325,跳伞,tiàosǎn,,7,,
8326,贴近,tiējìn,,7,,
8327,贴切,tiēqiè,,7,,
8328,帖子,tiězi,,7,,
8329,听从,tīngcóng,,7,,
8330,听话,tīnghuà,,7,,
8331,停车位,tíngchēwèi,,7,,
8332,停电,tíngdiàn,,7,,
8333,停放,tíngfàng,,7,,
8334,停业,tíngyè,,7,,
8335,通畅,tōngchàng,,7,,
8336,通车,tōngchē,,7,,
8337,通风,tōngfēng,,7,,
8338,通告,tōnggào,,7,,
8339,通顺,tōngshùn,,7,,
8340,通通,tōngtōng,,7,,
8341,通往,tōngwǎng,,7,,
8342,通宵,tōngxiāo,,7,,
8343,通行证,tōngxíngzhèng,,7,,
8344,同伴,tóngbàn,,7,,
8345,同步,tóngbù,,7,,
8346,同等,tóngděng,,7,,
8347,同感,tónggǎn,,7,,
8348,同伙,tónghuǒ,,7,,
8349,同类,tónglèi,,7,,
8350,同盟,tóngméng,,7,,
8351,同年,tóngnián,,7,,
8352,同人,tóngrén,,7,,
8353,同舟共济,tóngzhōu-gòngjì,,7,,
8354,统筹,tǒngchóu,,7,,
8355,捅,tǒng,,7,,
8356,桶,tǒng,,7,,
8357,筒,tǒng,,7,,
8358,痛,tòng,,7,,
8359,痛心,tòngxīn,,7,,
8360,偷看,tōukàn,,7,,
8361,偷窥,tōukuī,,7,,
8362,偷懒,tōulǎn,,7,,
8363,头部,tóubù,,7,,
8364,头顶,tóudǐng,,7,,
8365,头号,tóuhào,,7,,
8366,头条,tóutiáo,,7,,
8367,头头是道,tóutóu-shìdào,,7,,
8368,头衔,tóuxián,,7,,
8369,头晕,tóuyūn,,7,,
8370,投奔,tóubèn,,7,,
8371,投稿,tóugǎo,,7,,
8372,投射,tóushè,,7,,
8373,投身,tóushēn,,7,,
8374,透彻,tòuchè,,7,,
8375,透过,tòuguò,,7,,
8376,透气,tòuqì,,7,,
8377,透支,tòuzhī,,7,,
8378,凸,tū,,7,,
8379,凸显,tūxiǎn,,7,,
8380,突发,tūfā,,7,,
8381,突击,tūjī,,7,,
8382,突破口,tūpòkǒu,,7,,
8383,突如其来,tūrú-qílái,,7,,
8384,图表,túbiǎo,,7,,
8385,图像,túxiàng,,7,,
8386,图形,túxíng,,7,,
8387,图纸,túzhǐ,,7,,
8388,徒步,túbù,,7,,
8389,涂,tú,,7,,
8390,屠杀,túshā,,7,,
8391,土匪,tǔfěi,,7,,
8392,土生土长,tǔshēng-tǔzhǎng,,7,,
8393,团伙,tuánhuǒ,,7,,
8394,团聚,tuánjù,,7,,
8395,团员,tuányuán,,7,,
8396,推断,tuīduàn,,7,,
8397,推敲,tuīqiāo,,7,,
8398,推算,tuīsuàn,,7,,
8399,推卸,tuīxiè,,7,,
8400,推选,tuīxuǎn,,7,,
8401,推移,tuīyí,,7,,
8402,颓废,tuífèi,,7,,
8403,退回,tuìhuí,,7,,
8404,退却,tuìquè,,7,,
8405,退让,tuìràng,,7,,
8406,退缩,tuìsuō,,7,,
8407,退休金,tuìxiūjīn,,7,,
8408,退学,tuìxué,,7,,
8409,退役,tuìyì,,7,,
8410,屯,tún,,7,,
8411,托付,tuōfù,,7,,
8412,拖累,tuōlěi,,7,,
8413,拖欠,tuōqiàn,,7,,
8414,脱节,tuōjié,,7,,
8415,脱口而出,tuōkǒu'érchū,,7,,
8416,脱落,tuōluò,,7,,
8417,脱身,tuōshēn,,7,,
8418,脱颖而出,tuōyǐng'érchū,,7,,
8419,驮,tuó,,7,,
8420,妥,tuǒ,,7,,
8421,拓宽,tuòkuān,,7,,
8422,拓展,tuòzhǎn,,7,,
8423,唾液,tuòyè,,7,,
8424,挖苦,wāku,,7,,
8425,瓦,wǎ,,7,,
8426,外号,wàihào,,7,,
8427,外籍,wàijí,,7,,
8428,外贸,wàimào,,7,,
8429,外貌,wàimào,,7,,
8430,外婆,wàipó,,7,,
8431,外企,wàiqǐ,,7,,
8432,外星人,wàixīngrén,,7,,
8433,外形,wàixíng,,7,,
8434,外援,wàiyuán,,7,,
8435,完蛋,wándàn,,7,,
8436,完好,wánhǎo,,7,,
8437,玩耍,wánshuǎ,,7,,
8438,挽,wǎn,,7,,
8439,晚间,wǎnjiān,,7,,
8440,晚年,wǎnnián,,7,,
8441,晚期,wǎnqī,,7,,
8442,万古长青,wàngǔ-chángqīng,,7,,
8443,万能,wànnéng,,7,,
8444,万万,wànwàn,,7,,
8445,万无一失,wànwú-yīshī,,7,,
8446,汪洋,wāngyáng,,7,,
8447,亡羊补牢,wángyáng-bǔláo,,7,,
8448,王国,wángguó,,7,,
8449,王牌,wángpái,,7,,
8450,网点,wǎngdiǎn,,7,,
8451,网民,wǎngmín,,7,,
8452,往日,wǎngrì,,7,,
8453,忘不了,wàng bu liǎo,,7,,
8454,忘掉,wàngdiào,,7,,
8455,旺,wàng,,7,,
8456,旺季,wàngjì,,7,,
8457,旺盛,wàngshèng,,7,,
8458,望,wàng,,7,,
8459,望远镜,wàngyuǎnjìng,,7,,
8460,危及,wēijí,,7,,
8461,危急,wēijí,,7,,
8462,威慑,wēishè,,7,,
8463,微妙,wēimiào,,7,,
8464,微弱,wēiruò,,7,,
8465,微型,wēixíng,,7,,
8466,为人,wéirén,,7,,
8467,违约,wéiyuē,,7,,
8468,违章,wéizhāng,,7,,
8469,围墙,wéiqiáng,,7,,
8470,唯,wéi,,7,,
8471,伪装,wěizhuāng,,7,,
8472,尾气,wěiqì,,7,,
8473,尾声,wěishēng,,7,,
8474,纬度,wěidù,,7,,
8475,委婉,wěiwǎn,,7,,
8476,委员会,wěiyuánhuì,,7,,
8477,萎缩,wěisuō,,7,,
8478,卫视,wèishì,,7,,
8479,未,wèi,,7,,
8480,未成年人,wèichéngniánrén,,7,,
8481,未经,wèijīng,,7,,
8482,未知数,wèizhīshù,,7,,
8483,位子,wèizi,,7,,
8484,味精,wèijīng,,7,,
8485,畏缩,wèisuō,,7,,
8486,喂养,wèiyǎng,,7,,
8487,慰劳,wèiláo,,7,,
8488,温度计,wēndùjì,,7,,
8489,温泉,wēnquán,,7,,
8490,温室,wēnshì,,7,,
8491,温习,wēnxí,,7,,
8492,温馨,wēnxīn,,7,,
8493,瘟疫,wēnyì,,7,,
8494,文,wén,,7,,
8495,文科,wénkē,,7,,
8496,文盲,wénmáng,,7,,
8497,文人,wénrén,,7,,
8498,闻名,wénmíng,,7,,
8499,蚊帐,wénzhàng,,7,,
8500,蚊子,wénzi,,7,,
8501,吻合,wěnhé,,7,,
8502,紊乱,wěnluàn,,7,,
8503,稳固,wěngù,,7,,
8504,稳健,wěnjiàn,,7,,
8505,稳妥,wěntuǒ,,7,,
8506,稳重,wěnzhòng,,7,,
8507,问卷,wènjuàn,,7,,
8508,卧,wò,,7,,
8509,污秽,wūhuì,,7,,
8510,巫婆,wūpó,,7,,
8511,呜咽,wūyè,,7,,
8512,屋顶,wūdǐng,,7,,
8513,无不,wúbù,,7,,
8514,无敌,wúdí,,7,,
8515,无恶不作,wú'è-bùzuò,,7,,
8516,无故,wúgù,,7,,
8517,无关紧要,wúguān-jǐnyào,,7,,
8518,无话可说,wúhuà-kěshuō,,7,,
8519,无济于事,wújìyúshì,,7,,
8520,无家可归,wújiā-kěguī,,7,,
8521,无可奉告,wúkěfènggào,,7,,
8522,无可厚非,wúkěhòufēi,,7,,
8523,无可奈何,wúkěnàihé,,7,,
8524,无理,wúlǐ,,7,,
8525,无力,wúlì,,7,,
8526,无论如何,wúlùn-rúhé,,7,,
8527,无能,wúnéng,,7,,
8528,无情,wúqíng,,7,,
8529,无情无义,wúqíng-wúyì,,7,,
8530,无穷,wúqióng,,7,,
8531,无私,wúsī,,7,,
8532,无所事事,wúsuǒshìshì,,7,,
8533,无所作为,wúsuǒzuòwéi,,7,,
8534,无条件,wútiáojiàn,,7,,
8535,无线,wúxiàn,,7,,
8536,无线电,wúxiàndiàn,,7,,
8537,无形,wúxíng,,7,,
8538,无形中,wúxíngzhōng,,7,,
8539,无须,wúxū,,7,,
8540,无意,wúyì,,7,,
8541,无缘,wúyuán,,7,,
8542,无足轻重,wúzú-qīngzhòng,,7,,
8543,五花八门,wǔhuā-bāmén,,7,,
8544,五星级,wǔxīngjí,,7,,
8545,武力,wǔlì,,7,,
8546,捂,wǔ,,7,,
8547,舞厅,wǔtīng,,7,,
8548,务实,wùshí,,7,,
8549,物流,wùliú,,7,,
8550,物体,wùtǐ,,7,,
8551,物证,wùzhèng,,7,,
8552,误导,wùdǎo,,7,,
8553,误区,wùqū,,7,,
8554,吸纳,xīnà,,7,,
8555,息息相关,xīxī-xiāngguān,,7,,
8556,稀,xī,,7,,
8557,稀罕,xīhan,,7,,
8558,稀奇,xīqí,,7,,
8559,稀少,xīshǎo,,7,,
8560,锡,xī,,7,,
8561,熙熙攘攘,xīxī-rǎngrǎng,,7,,
8562,熄火,xīhuǒ,,7,,
8563,嬉笑,xīxiào,,7,,
8564,席,xí,,7,,
8565,席位,xíwèi,,7,,
8566,洗涤剂,xǐdíjì,,7,,
8567,洗礼,xǐlǐ,,7,,
8568,喜出望外,xǐchūwàngwài,,7,,
8569,喜好,xǐhào,,7,,
8570,喜酒,xǐjiǔ,,7,,
8571,喜怒哀乐,xǐ-nù-āi-lè,,7,,
8572,喜庆,xǐqìng,,7,,
8573,喜事,xǐshì,,7,,
8574,喜糖,xǐtáng,,7,,
8575,喜洋洋,xǐyángyáng,,7,,
8576,细腻,xìnì,,7,,
8577,细微,xìwēi,,7,,
8578,细心,xìxīn,,7,,
8579,虾,xiā,,7,,
8580,侠义,xiáyì,,7,,
8581,狭小,xiáxiǎo,,7,,
8582,下场,xiàchǎng,,7,,
8583,下跌,xiàdiē,,7,,
8584,下岗,xiàgǎng,,7,,
8585,下功夫,xià gōngfu,,7,,
8586,下海,xiàhǎi,,7,,
8587,下级,xiàjí,,7,,
8588,下决心,xià juéxīn,,7,,
8589,下令,xiàlìng,,7,,
8590,下落,xiàluò,,7,,
8591,下期,xià qī,,7,,
8592,下棋,xiàqí,,7,,
8593,下山,xiàshān,,7,,
8594,下手,xiàshǒu,,7,,
8595,下台,xiàtái,,7,,
8596,下调,xiàtiáo,,7,,
8597,下乡,xiàxiāng,,7,,
8598,下旬,xiàxún,,7,,
8599,下一代,xià yī dài,,7,,
8600,下意识,xiàyìshí,,7,,
8601,下游,xiàyóu,,7,,
8602,下坠,xiàzhuì,,7,,
8603,吓唬,xiàhu,,7,,
8604,吓人,xiàrén,,7,,
8605,仙鹤,xiānhè,,7,,
8606,仙女,xiānnǚ,,7,,
8607,先例,xiānlì,,7,,
8608,先天,xiāntiān,,7,,
8609,掀,xiān,,7,,
8610,鲜活,xiānhuó,,7,,
8611,鲜美,xiānměi,,7,,
8612,鲜血,xiānxuè,,7,,
8613,嫌弃,xiánqì,,7,,
8614,显而易见,xiǎn'éryìjiàn,,7,,
8615,显赫,xiǎnhè,,7,,
8616,显示器,xiǎnshìqì,,7,,
8617,显现,xiǎnxiàn,,7,,
8618,显眼,xiǎnyǎn,,7,,
8619,现任,xiànrèn,,7,,
8620,现行,xiànxíng,,7,,
8621,限,xiàn,,7,,
8622,限定,xiàndìng,,7,,
8623,限度,xiàndù,,7,,
8624,限于,xiànyú,,7,,
8625,线条,xiàntiáo,,7,,
8626,陷,xiàn,,7,,
8627,献血,xiànxiě,,7,,
8628,腺,xiàn,,7,,
8629,乡亲,xiāngqīn,,7,,
8630,乡下,xiāngxia,,7,,
8631,相伴,xiāngbàn,,7,,
8632,相比之下,xiāngbǐ zhī xià,,7,,
8633,相传,xiāngchuán,,7,,
8634,相当于,xiāngdāngyú,,7,,
8635,相对而言,xiāngduì-éryán,,7,,
8636,相继,xiāngjì,,7,,
8637,相连,xiānglián,,7,,
8638,相识,xiāngshí,,7,,
8639,相提并论,xiāngtí-bìnglùn,,7,,
8640,相通,xiāngtōng,,7,,
8641,相依为命,xiāngyī-wéimìng,,7,,
8642,相遇,xiāngyù,,7,,
8643,相约,xiāngyuē,,7,,
8644,香料,xiāngliào,,7,,
8645,香水,xiāngshuǐ,,7,,
8646,香味,xiāngwèi,,7,,
8647,香烟,xiāngyān,,7,,
8648,香油,xiāngyóu,,7,,
8649,镶,xiāng,,7,,
8650,详尽,xiángjìn,,7,,
8651,祥和,xiánghé,,7,,
8652,享,xiǎng,,7,,
8653,享有,xiǎngyǒu,,7,,
8654,响起,xiǎngqǐ,,7,,
8655,向着,xiàngzhe,,7,,
8656,像样,xiàngyàng,,7,,
8657,橡胶,xiàngjiāo,,7,,
8658,消,xiāo,,7,,
8659,消沉,xiāochén,,7,,
8660,消遣,xiāoqiǎn,,7,,
8661,萧条,xiāotiáo,,7,,
8662,销,xiāo,,7,,
8663,销量,xiāoliàng,,7,,
8664,小丑,xiǎochǒu,,7,,
8665,小贩,xiǎofàn,,7,,
8666,小看,xiǎokàn,,7,,
